OperatingDay,IrsId,RemoteId,Line,Direction,StopLat,StopLon,IrsStopCode,ArrivalTime,Duration,ScheduledArrivalTime,ScheduledDepartureTime,IsTimingPoint,DepartureTime
2019-09-02,53-403--TL-27,25921,403,2,-37.801100,144.902161,48026,2019-09-02T02:17:05Z,70,,2019-09-02T02:18:00Z,True,2019-09-02T02:18:15Z
2019-09-02,53-403--TL-27,25921,403,2,-37.799484,144.955750,7587,2019-09-02T02:34:18Z,35,2019-09-02T02:33:00Z,2019-09-02T02:33:00Z,True,2019-09-02T02:34:53Z
2019-09-02,53-403--TL-27,25921,403,2,-37.802040,144.960358,51570,2019-09-02T02:37:12Z,0,2019-09-02T02:38:00Z,,True,2019-09-02T02:37:12Z
2019-09-02,53-403--TL-10,25921,403,1,-37.802040,144.960358,51570,2019-09-02T02:37:24Z,59,,2019-09-02T02:39:00Z,True,2019-09-02T02:38:23Z
2019-09-02,53-403--TL-10,25921,403,1,-37.801100,144.902161,48026,2019-09-02T02:51:09Z,0,2019-09-02T02:55:00Z,,True,2019-09-02T02:51:09Z
2019-09-02,53-403--TL-29,25921,403,2,-37.801100,144.902161,48026,2019-09-02T02:51:24Z,274,,2019-09-02T02:55:00Z,True,2019-09-02T02:55:58Z
2019-09-02,53-403--TL-29,25921,403,2,-37.799484,144.955750,7587,2019-09-02T03:12:58Z,36,2019-09-02T03:10:00Z,2019-09-02T03:10:00Z,True,2019-09-02T03:13:35Z
2019-09-02,53-403--TL-29,25921,403,2,-37.802040,144.960358,51570,2019-09-02T03:16:12Z,0,2019-09-02T03:15:00Z,,True,2019-09-02T03:16:12Z
2019-09-02,53-403--TL-12,25921,403,1,-37.802040,144.960358,51570,2019-09-02T03:16:24Z,45,,2019-09-02T03:16:00Z,True,2019-09-02T03:17:09Z
2019-09-02,53-403--TL-12,25921,403,1,-37.801100,144.902161,48026,2019-09-02T03:33:26Z,0,2019-09-02T03:32:00Z,,True,2019-09-02T03:33:26Z
2019-09-02,53-403--TL-31,25921,403,2,-37.801100,144.902161,48026,2019-09-02T03:33:43Z,32,,2019-09-02T03:35:00Z,True,2019-09-02T03:34:15Z
2019-09-02,53-403--TL-31,25921,403,2,-37.799484,144.955750,7587,2019-09-02T03:49:12Z,53,2019-09-02T03:50:00Z,2019-09-02T03:50:00Z,True,2019-09-02T03:50:06Z
2019-09-02,53-403--TL-31,25921,403,2,-37.802040,144.960358,51570,2019-09-02T03:51:34Z,0,2019-09-02T03:55:00Z,,True,2019-09-02T03:51:34Z
2019-09-02,53-403--TL-14,25921,403,1,-37.802040,144.960358,51570,2019-09-02T03:55:03Z,21,,2019-09-02T03:56:00Z,True,2019-09-02T03:55:24Z
2019-09-02,53-403--TL-14,25921,403,1,-37.801100,144.902161,48026,2019-09-02T04:10:56Z,0,2019-09-02T04:12:00Z,,True,2019-09-02T04:10:56Z
2019-09-02,53-403--TL-33,25921,403,2,-37.801100,144.902161,48026,2019-09-02T04:11:02Z,74,,2019-09-02T04:13:00Z,True,2019-09-02T04:12:16Z
2019-09-02,53-403--TL-33,25921,403,2,-37.799484,144.955750,7587,2019-09-02T04:28:56Z,33,2019-09-02T04:28:00Z,2019-09-02T04:28:00Z,True,2019-09-02T04:29:29Z
2019-09-02,53-403--TL-33,25921,403,2,-37.802040,144.960358,51570,2019-09-02T04:31:32Z,0,2019-09-02T04:33:00Z,,True,2019-09-02T04:31:32Z
